p,p_mod40,S_p,sgn
838919,39,-1,-1
838931,11,1,1
839051,11,1,1
839071,31,1,1
839351,31,1,1
839459,19,-1,-1
839471,31,1,1
839519,39,-1,-1
839539,19,-1,-1
839551,31,1,1
839651,11,1,1
839731,11,1,1
839771,11,1,1
839791,31,1,1
839831,31,1,1
839899,19,-1,-1
839959,39,-1,-1
839999,39,-1,-1
840139,19,-1,-1
840179,19,-1,-1
840299,19,-1,-1
840319,39,-1,-1
840331,11,1,1
840439,39,-1,-1
840451,11,1,1
840479,39,-1,-1
840611,11,1,1
840839,39,-1,-1
840859,19,-1,-1
840911,31,1,1
840979,19,-1,-1
841019,19,-1,-1
841079,39,-1,-1
841231,31,1,1
841259,19,-1,-1
841411,11,1,1
841559,39,-1,-1
841691,11,1,1
841751,31,1,1
841859,19,-1,-1
841879,39,-1,-1
841931,11,1,1
841979,19,-1,-1
842111,31,1,1
842159,39,-1,-1
842279,39,-1,-1
842311,31,1,1
842351,31,1,1
842371,11,1,1
842399,39,-1,-1
842419,19,-1,-1
842519,39,-1,-1
842759,39,-1,-1
842771,11,1,1
842819,19,-1,-1
842879,39,-1,-1
842939,19,-1,-1
842951,31,1,1
843079,39,-1,-1
843091,11,1,1
843131,11,1,1
843179,19,-1,-1
843299,19,-1,-1
843331,11,1,1
843371,11,1,1
843379,19,-1,-1
843539,19,-1,-1
843779,19,-1,-1
843811,11,1,1
843911,31,1,1
844111,31,1,1
844139,19,-1,-1
844199,39,-1,-1
844279,39,-1,-1
844439,39,-1,-1
844499,19,-1,-1
844511,31,1,1
844619,19,-1,-1
844771,11,1,1
844891,11,1,1
844999,39,-1,-1
845099,19,-1,-1
845111,31,1,1
845179,19,-1,-1
845219,19,-1,-1
845231,31,1,1
845279,39,-1,-1
845431,31,1,1
845459,19,-1,-1
845491,11,1,1
845531,11,1,1
845771,11,1,1
845879,39,-1,-1
846059,19,-1,-1
846179,19,-1,-1
846259,19,-1,-1
846359,39,-1,-1
846499,19,-1,-1
846739,19,-1,-1
846779,19,-1,-1
846851,11,1,1
846919,39,-1,-1
847031,31,1,1
847079,39,-1,-1
847139,19,-1,-1
847219,19,-1,-1
847339,19,-1,-1
847499,19,-1,-1
847531,11,1,1
847871,31,1,1
847919,39,-1,-1
847991,31,1,1
848051,11,1,1
848119,39,-1,-1
848359,39,-1,-1
848399,39,-1,-1
848579,19,-1,-1
848599,39,-1,-1
848611,11,1,1
848651,11,1,1
848671,31,1,1
848699,19,-1,-1
848791,31,1,1
848879,39,-1,-1
849019,19,-1,-1
849119,39,-1,-1
849131,11,1,1
849179,19,-1,-1
849419,19,-1,-1
849539,19,-1,-1
849599,39,-1,-1
849691,11,1,1
849731,11,1,1
850139,19,-1,-1
850211,11,1,1
850271,31,1,1
850331,11,1,1
850351,31,1,1
850439,39,-1,-1
850571,11,1,1
850679,39,-1,-1
850691,11,1,1
850879,39,-1,-1
850891,11,1,1
850979,19,-1,-1
851051,11,1,1
851131,11,1,1
851159,39,-1,-1
851171,11,1,1
851231,31,1,1
851239,39,-1,-1
851251,11,1,1
851351,31,1,1
851359,39,-1,-1
851419,19,-1,-1
851471,31,1,1
851519,39,-1,-1
851639,39,-1,-1
851671,31,1,1
851831,31,1,1
851891,11,1,1
851899,19,-1,-1
851971,11,1,1
852011,11,1,1
852079,39,-1,-1
852179,19,-1,-1
852191,31,1,1
852199,39,-1,-1
852239,39,-1,-1
852259,19,-1,-1
852391,31,1,1
852671,31,1,1
852751,31,1,1
852959,39,-1,-1
853079,39,-1,-1
853159,39,-1,-1
853211,11,1,1
853319,39,-1,-1
853339,19,-1,-1
853439,39,-1,-1
853739,19,-1,-1
853759,39,-1,-1
853799,39,-1,-1
853819,19,-1,-1
853999,39,-1,-1
854039,39,-1,-1
854099,19,-1,-1
854111,31,1,1
854159,39,-1,-1
854171,11,1,1
854299,19,-1,-1
854351,31,1,1
854419,19,-1,-1
854431,31,1,1
854459,19,-1,-1
854479,39,-1,-1
854771,11,1,1
854951,31,1,1
854999,39,-1,-1
855059,19,-1,-1
855119,39,-1,-1
855131,11,1,1
855271,31,1,1
855311,31,1,1
855359,39,-1,-1
855419,19,-1,-1
855499,19,-1,-1
855511,31,1,1
855619,19,-1,-1
855671,31,1,1
855719,39,-1,-1
855731,11,1,1
855739,19,-1,-1
855851,11,1,1
855919,39,-1,-1
856099,19,-1,-1
856139,19,-1,-1
856279,39,-1,-1
856351,31,1,1
856391,31,1,1
856519,39,-1,-1
856571,11,1,1
856711,31,1,1
856799,39,-1,-1
856811,11,1,1
856939,19,-1,-1
857011,11,1,1
857039,39,-1,-1
857099,19,-1,-1
857411,11,1,1
857431,31,1,1
857459,19,-1,-1
857471,31,1,1
857539,19,-1,-1
857579,19,-1,-1
857839,39,-1,-1
857851,11,1,1
857959,39,-1,-1
858239,39,-1,-1
858251,11,1,1
858259,19,-1,-1
858311,31,1,1
858479,39,-1,-1
858859,19,-1,-1
858899,19,-1,-1
858911,31,1,1
858931,11,1,1
859031,31,1,1
859091,11,1,1
859259,19,-1,-1
859279,39,-1,-1
859459,19,-1,-1
859559,39,-1,-1
859619,19,-1,-1
859679,39,-1,-1
859751,31,1,1
859799,39,-1,-1
859919,39,-1,-1
860011,11,1,1
860059,19,-1,-1
860071,31,1,1
860239,39,-1,-1
860291,11,1,1
860399,39,-1,-1
860479,39,-1,-1
860579,19,-1,-1
860599,39,-1,-1
860759,39,-1,-1
860779,19,-1,-1
860819,19,-1,-1
860891,11,1,1
860911,31,1,1
860939,19,-1,-1
860971,11,1,1
861059,19,-1,-1
861079,39,-1,-1
861131,11,1,1
861191,31,1,1
861199,39,-1,-1
861239,39,-1,-1
861299,19,-1,-1
861439,39,-1,-1
861499,19,-1,-1
861559,39,-1,-1
861599,39,-1,-1
861659,19,-1,-1
861691,11,1,1
861739,19,-1,-1
861899,19,-1,-1
861979,19,-1,-1
862139,19,-1,-1
862231,31,1,1
862259,19,-1,-1
862319,39,-1,-1
862331,11,1,1
862559,39,-1,-1
862571,11,1,1
862739,19,-1,-1
862811,11,1,1
862819,19,-1,-1
862879,39,-1,-1
862919,39,-1,-1
862991,31,1,1
863119,39,-1,-1
863131,11,1,1
863179,19,-1,-1
863231,31,1,1
863251,11,1,1
863279,39,-1,-1
863299,19,-1,-1
863539,19,-1,-1
863671,31,1,1
863771,11,1,1
863879,39,-1,-1
863899,19,-1,-1
863959,39,-1,-1
864119,39,-1,-1
864151,31,1,1
864191,31,1,1
864211,11,1,1
864251,11,1,1
864299,19,-1,-1
864359,39,-1,-1
864379,19,-1,-1
864419,19,-1,-1
864491,11,1,1
864511,31,1,1
864551,31,1,1
864631,31,1,1
864691,11,1,1
864811,11,1,1
864911,31,1,1
864959,39,-1,-1
864979,19,-1,-1
865091,11,1,1
865159,39,-1,-1
865211,11,1,1
865231,31,1,1
865259,19,-1,-1
865379,19,-1,-1
865499,19,-1,-1
865511,31,1,1
865591,31,1,1
865751,31,1,1
865819,19,-1,-1
865859,19,-1,-1
865979,19,-1,-1
866011,11,1,1
866279,39,-1,-1
866399,39,-1,-1
866431,31,1,1
866471,31,1,1
866519,39,-1,-1
866639,39,-1,-1
866759,39,-1,-1
866819,19,-1,-1
867011,11,1,1
867059,19,-1,-1
867131,11,1,1
867259,19,-1,-1
867271,31,1,1
867319,39,-1,-1
867371,11,1,1
867431,31,1,1
867511,31,1,1
867571,11,1,1
867631,31,1,1
867679,39,-1,-1
867719,39,-1,-1
867871,31,1,1
867959,39,-1,-1
867991,31,1,1
868019,19,-1,-1
868039,39,-1,-1
868051,11,1,1
868111,31,1,1
868151,31,1,1
868199,39,-1,-1
868291,11,1,1
868379,19,-1,-1
868451,11,1,1
868531,11,1,1
868559,39,-1,-1
868639,39,-1,-1
868691,11,1,1
868739,19,-1,-1
868771,11,1,1
868799,39,-1,-1
868939,19,-1,-1
868999,39,-1,-1
869039,39,-1,-1
869119,39,-1,-1
869131,11,1,1
869179,19,-1,-1
869251,11,1,1
869291,11,1,1
869339,19,-1,-1
869399,39,-1,-1
869419,19,-1,-1
869471,31,1,1
869579,19,-1,-1
869779,19,-1,-1
869819,19,-1,-1
869879,39,-1,-1
870031,31,1,1
870059,19,-1,-1
870131,11,1,1
870151,31,1,1
870239,39,-1,-1
870271,31,1,1
870391,31,1,1
870479,39,-1,-1
870491,11,1,1
870691,11,1,1
870739,19,-1,-1
870871,31,1,1
871159,39,-1,-1
871231,31,1,1
871259,19,-1,-1
871439,39,-1,-1
871459,19,-1,-1
871531,11,1,1
871571,11,1,1
871639,39,-1,-1
871679,39,-1,-1
871771,11,1,1
871919,39,-1,-1
872071,31,1,1
872099,19,-1,-1
872159,39,-1,-1
872251,11,1,1
872411,11,1,1
872471,31,1,1
872479,39,-1,-1
872659,19,-1,-1
872671,31,1,1
872731,11,1,1
872791,31,1,1
872951,31,1,1
872959,39,-1,-1
873091,11,1,1
873319,39,-1,-1
873419,19,-1,-1
873539,19,-1,-1
873659,19,-1,-1
873671,31,1,1
873739,19,-1,-1
873959,39,-1,-1
873979,19,-1,-1
874099,19,-1,-1
874151,31,1,1
874271,31,1,1
874331,11,1,1
874619,19,-1,-1
874639,39,-1,-1
874711,31,1,1
874739,19,-1,-1
874771,11,1,1
874799,39,-1,-1
874859,19,-1,-1
874879,39,-1,-1
874891,11,1,1
874919,39,-1,-1
875011,11,1,1
875299,19,-1,-1
875339,19,-1,-1
875419,19,-1,-1
875519,39,-1,-1
875579,19,-1,-1
875779,19,-1,-1
875851,11,1,1
876019,19,-1,-1
876079,39,-1,-1
876131,11,1,1
876191,31,1,1
876199,39,-1,-1
876311,31,1,1
876431,31,1,1
876479,39,-1,-1
876611,11,1,1
876619,19,-1,-1
876719,39,-1,-1
876731,11,1,1
876971,11,1,1
877091,11,1,1
877111,31,1,1
877199,39,-1,-1
877351,31,1,1
877379,19,-1,-1
877399,39,-1,-1
877531,11,1,1
877619,19,-1,-1
877739,19,-1,-1
877771,11,1,1
877871,31,1,1
877939,19,-1,-1
878011,11,1,1
878039,39,-1,-1
878099,19,-1,-1
878159,39,-1,-1
878191,31,1,1
878239,39,-1,-1
878279,39,-1,-1
878291,11,1,1
878299,19,-1,-1
878359,39,-1,-1
878419,19,-1,-1
878539,19,-1,-1
878551,31,1,1
878651,11,1,1
878699,19,-1,-1
878719,39,-1,-1
878831,31,1,1
878851,11,1,1
878939,19,-1,-1
879031,31,1,1
879119,39,-1,-1
879199,39,-1,-1
879239,39,-1,-1
879259,19,-1,-1
879299,19,-1,-1
879539,19,-1,-1
879679,39,-1,-1
879839,39,-1,-1
879859,19,-1,-1
879919,39,-1,-1
880031,31,1,1
880091,11,1,1
880151,31,1,1
880199,39,-1,-1
880211,11,1,1
880219,19,-1,-1
880259,19,-1,-1
880331,11,1,1
880519,39,-1,-1
880559,39,-1,-1
880571,11,1,1
880699,19,-1,-1
880751,31,1,1
880799,39,-1,-1
880819,19,-1,-1
880871,31,1,1
880939,19,-1,-1
881099,19,-1,-1
881159,39,-1,-1
881171,11,1,1
881219,19,-1,-1
881411,11,1,1
881471,31,1,1
881479,39,-1,-1
881539,19,-1,-1
881611,11,1,1
881711,31,1,1
881779,19,-1,-1
881899,19,-1,-1
881939,19,-1,-1
882019,19,-1,-1
882031,31,1,1
882139,19,-1,-1
882179,19,-1,-1
882199,39,-1,-1
882239,39,-1,-1
882251,11,1,1
882359,39,-1,-1
882439,39,-1,-1
882451,11,1,1
882491,11,1,1
882551,31,1,1
882599,39,-1,-1
882659,19,-1,-1
882719,39,-1,-1
882779,19,-1,-1
882851,11,1,1
882979,19,-1,-1
883331,11,1,1
883391,31,1,1
883471,31,1,1
883579,19,-1,-1
883691,11,1,1
883699,19,-1,-1
883739,19,-1,-1
883979,19,-1,-1
883991,31,1,1
884011,11,1,1
884111,31,1,1
884159,39,-1,-1
884171,11,1,1
884231,31,1,1
884371,11,1,1
884491,11,1,1
884579,19,-1,-1
884591,31,1,1
884651,11,1,1
884699,19,-1,-1
884791,31,1,1
884951,31,1,1
884999,39,-1,-1
885091,11,1,1
885239,39,-1,-1
885331,11,1,1
885359,39,-1,-1
885551,31,1,1
885611,11,1,1
885811,11,1,1
885839,39,-1,-1
885919,39,-1,-1
885959,39,-1,-1
885971,11,1,1
886019,19,-1,-1
886031,31,1,1
886199,39,-1,-1
886271,31,1,1
886339,19,-1,-1
886471,31,1,1
886511,31,1,1
886591,31,1,1
886619,19,-1,-1
886751,31,1,1
886799,39,-1,-1
886819,19,-1,-1
886979,19,-1,-1
887171,11,1,1
887291,11,1,1
887311,31,1,1
887399,39,-1,-1
887459,19,-1,-1
887599,39,-1,-1
887651,11,1,1
887659,19,-1,-1
887759,39,-1,-1
887819,19,-1,-1
887911,31,1,1
888011,11,1,1
888059,19,-1,-1
888179,19,-1,-1
888211,11,1,1
888271,31,1,1
888319,39,-1,-1
888359,39,-1,-1
888431,31,1,1
888451,11,1,1
888479,39,-1,-1
888659,19,-1,-1
888779,19,-1,-1
888799,39,-1,-1
888919,39,-1,-1
888959,39,-1,-1
889051,11,1,1
889139,19,-1,-1
889211,11,1,1
889279,39,-1,-1
889351,31,1,1
889391,31,1,1
889411,11,1,1
889439,39,-1,-1
889519,39,-1,-1
889631,31,1,1
889699,19,-1,-1
889871,31,1,1
889879,39,-1,-1
890111,31,1,1
890159,39,-1,-1
890231,31,1,1
890291,11,1,1
890371,11,1,1
890459,19,-1,-1
890531,11,1,1
890671,31,1,1
890711,31,1,1
890999,39,-1,-1
891091,11,1,1
891179,19,-1,-1
891239,39,-1,-1
891251,11,1,1
891391,31,1,1
891491,11,1,1
891551,31,1,1
891571,11,1,1
891659,19,-1,-1
891679,39,-1,-1
891799,39,-1,-1
891851,11,1,1
891859,19,-1,-1
891899,19,-1,-1
892019,19,-1,-1
892079,39,-1,-1
892159,39,-1,-1
892219,19,-1,-1
892271,31,1,1
892391,31,1,1
892439,39,-1,-1
892531,11,1,1
892559,39,-1,-1
892579,19,-1,-1
892919,39,-1,-1
892951,31,1,1
893051,11,1,1
893059,19,-1,-1
893099,19,-1,-1
893111,31,1,1
893119,39,-1,-1
893219,19,-1,-1
893339,19,-1,-1
893359,39,-1,-1
893719,39,-1,-1
893839,39,-1,-1
893939,19,-1,-1
893999,39,-1,-1
894059,19,-1,-1
894119,39,-1,-1
894151,31,1,1
894191,31,1,1
894239,39,-1,-1
894259,19,-1,-1
894371,11,1,1
894391,31,1,1
894419,19,-1,-1
894431,31,1,1
894451,11,1,1
894559,39,-1,-1
894731,11,1,1
894779,19,-1,-1
894791,31,1,1
894811,11,1,1
895079,39,-1,-1
895151,31,1,1
895159,39,-1,-1
895231,31,1,1
895291,11,1,1
895319,39,-1,-1
895351,31,1,1
895691,11,1,1
895771,11,1,1
895799,39,-1,-1
896111,31,1,1
896191,31,1,1
896299,19,-1,-1
896479,39,-1,-1
896531,11,1,1
896879,39,-1,-1
897011,11,1,1
897019,19,-1,-1
897059,19,-1,-1
897119,39,-1,-1
897191,31,1,1
897251,11,1,1
897319,39,-1,-1
897359,39,-1,-1
897671,31,1,1
897779,19,-1,-1
897899,19,-1,-1
897931,11,1,1
898019,19,-1,-1
898091,11,1,1
898199,39,-1,-1
898211,11,1,1
898259,19,-1,-1
898319,39,-1,-1
898439,39,-1,-1
898459,19,-1,-1
898519,39,-1,-1
898691,11,1,1
899051,11,1,1
899159,39,-1,-1
899491,11,1,1
899519,39,-1,-1
899611,11,1,1
899671,31,1,1
899711,31,1,1
899719,39,-1,-1
899791,31,1,1
899831,31,1,1
899891,11,1,1
899939,19,-1,-1
899971,11,1,1
900019,19,-1,-1
900091,11,1,1
900139,19,-1,-1
900491,11,1,1
900539,19,-1,-1
900551,31,1,1
900659,19,-1,-1
900671,31,1,1
900719,39,-1,-1
900931,11,1,1
900959,39,-1,-1
900971,11,1,1
901079,39,-1,-1
901171,11,1,1
901211,11,1,1
901339,19,-1,-1
901399,39,-1,-1
901471,31,1,1
901499,19,-1,-1
901679,39,-1,-1
901739,19,-1,-1
901751,31,1,1
901819,19,-1,-1
901891,11,1,1
901919,39,-1,-1
901931,11,1,1
902039,39,-1,-1
902179,19,-1,-1
902299,19,-1,-1
902351,31,1,1
902471,31,1,1
902579,19,-1,-1
902591,31,1,1
902639,39,-1,-1
902719,39,-1,-1
902771,11,1,1
903151,31,1,1
903179,19,-1,-1
903251,11,1,1
903311,31,1,1
903359,39,-1,-1
903451,11,1,1
903479,39,-1,-1
903751,31,1,1
903871,31,1,1
903899,19,-1,-1
903979,19,-1,-1
904019,19,-1,-1
904219,19,-1,-1
904399,39,-1,-1
904499,19,-1,-1
904511,31,1,1
904531,11,1,1
904559,39,-1,-1
904679,39,-1,-1
904759,39,-1,-1
904811,11,1,1
904919,39,-1,-1
904999,39,-1,-1
905111,31,1,1
905339,19,-1,-1
905491,11,1,1
905551,31,1,1
905599,39,-1,-1
905651,11,1,1
905659,19,-1,-1
905719,39,-1,-1
905759,39,-1,-1
905819,19,-1,-1
905951,31,1,1
905959,39,-1,-1
905999,39,-1,-1
906011,11,1,1
906119,39,-1,-1
906259,19,-1,-1
906331,11,1,1
906391,31,1,1
906431,31,1,1
906539,19,-1,-1
906679,39,-1,-1
906779,19,-1,-1
906839,39,-1,-1
906911,31,1,1
907031,31,1,1
907099,19,-1,-1
907139,19,-1,-1
907199,39,-1,-1
907211,11,1,1
907259,19,-1,-1
907279,39,-1,-1
907391,31,1,1
907691,11,1,1
907759,39,-1,-1
907811,11,1,1
907871,31,1,1
907891,11,1,1
908359,39,-1,-1
908459,19,-1,-1
908491,11,1,1
908539,19,-1,-1
908671,31,1,1
908711,31,1,1
908731,11,1,1
908759,39,-1,-1
908771,11,1,1
908819,19,-1,-1
908851,11,1,1
908879,39,-1,-1
909031,31,1,1
909119,39,-1,-1
909151,31,1,1
909239,39,-1,-1
909299,19,-1,-1
909319,39,-1,-1
909539,19,-1,-1
909599,39,-1,-1
909611,11,1,1
909691,11,1,1
909731,11,1,1
909859,19,-1,-1
909899,19,-1,-1
909911,31,1,1
909971,11,1,1
910031,31,1,1
910051,11,1,1
910099,19,-1,-1
910139,19,-1,-1
910171,11,1,1
910199,39,-1,-1
910279,39,-1,-1
910451,11,1,1
910519,39,-1,-1
910619,19,-1,-1
910691,11,1,1
910711,31,1,1
910751,31,1,1
910799,39,-1,-1
910939,19,-1,-1
911011,11,1,1
911039,39,-1,-1
911111,31,1,1
911159,39,-1,-1
911171,11,1,1
911219,19,-1,-1
911231,31,1,1
911291,11,1,1
911311,31,1,1
911359,39,-1,-1
911419,19,-1,-1
911459,19,-1,-1
911671,31,1,1
911719,39,-1,-1
911819,19,-1,-1
911831,31,1,1
911839,39,-1,-1
911851,11,1,1
911879,39,-1,-1
911899,19,-1,-1
912239,39,-1,-1
912251,11,1,1
912391,31,1,1
912491,11,1,1
912539,19,-1,-1
912559,39,-1,-1
912799,39,-1,-1
912839,39,-1,-1
912851,11,1,1
912959,39,-1,-1
912971,11,1,1
912979,19,-1,-1
912991,31,1,1
913139,19,-1,-1
913151,31,1,1
913259,19,-1,-1
913279,39,-1,-1
913331,11,1,1
913571,11,1,1
913579,19,-1,-1
913639,39,-1,-1
913739,19,-1,-1
913799,39,-1,-1
913999,39,-1,-1
914191,31,1,1
914219,19,-1,-1
914239,39,-1,-1
914279,39,-1,-1
914339,19,-1,-1
914351,31,1,1
914371,11,1,1
914491,11,1,1
914519,39,-1,-1
914579,19,-1,-1
914591,31,1,1
914819,19,-1,-1
914891,11,1,1
914971,11,1,1
915071,31,1,1
915139,19,-1,-1
915199,39,-1,-1
915259,19,-1,-1
915311,31,1,1
915379,19,-1,-1
915451,11,1,1
915479,39,-1,-1
915539,19,-1,-1
915611,11,1,1
915659,19,-1,-1
915731,11,1,1
915799,39,-1,-1
915851,11,1,1
915911,31,1,1
915919,39,-1,-1
915991,31,1,1
916031,31,1,1
916099,19,-1,-1
916219,19,-1,-1
916259,19,-1,-1
916291,11,1,1
916319,39,-1,-1
916339,19,-1,-1
916411,11,1,1
916451,11,1,1
916471,31,1,1
916571,11,1,1
916679,39,-1,-1
916771,11,1,1
916831,31,1,1
916859,19,-1,-1
916871,31,1,1
916879,39,-1,-1
916931,11,1,1
916939,19,-1,-1
916999,39,-1,-1
917039,39,-1,-1
917051,11,1,1
917159,39,-1,-1
917179,19,-1,-1
917219,19,-1,-1
917251,11,1,1
917459,19,-1,-1
917471,31,1,1
917591,31,1,1
917659,19,-1,-1
917759,39,-1,-1
917771,11,1,1
917831,31,1,1
917951,31,1,1
918011,11,1,1
918019,19,-1,-1
918079,39,-1,-1
918131,11,1,1
918139,19,-1,-1
918199,39,-1,-1
918319,39,-1,-1
918371,11,1,1
918439,39,-1,-1
918539,19,-1,-1
918779,19,-1,-1
918839,39,-1,-1
918899,19,-1,-1
918959,39,-1,-1
918971,11,1,1
919019,19,-1,-1
919031,31,1,1
919111,31,1,1
919319,39,-1,-1
919351,31,1,1
919511,31,1,1
919519,39,-1,-1
919531,11,1,1
919559,39,-1,-1
919679,39,-1,-1
919691,11,1,1
919759,39,-1,-1
919799,39,-1,-1
919811,11,1,1
919859,19,-1,-1
919871,31,1,1
919951,31,1,1
919979,19,-1,-1
920039,39,-1,-1
920219,19,-1,-1
920279,39,-1,-1
920291,11,1,1
920371,11,1,1
920399,39,-1,-1
920411,11,1,1
920519,39,-1,-1
920539,19,-1,-1
920971,11,1,1
920999,39,-1,-1
921199,39,-1,-1
921259,19,-1,-1
921331,11,1,1
921379,19,-1,-1
921611,11,1,1
921751,31,1,1
921839,39,-1,-1
921871,31,1,1
921911,31,1,1
921919,39,-1,-1
921931,11,1,1
921959,39,-1,-1
922039,39,-1,-1
922079,39,-1,-1
922099,19,-1,-1
922211,11,1,1
922291,11,1,1
922331,11,1,1
922351,31,1,1
922391,31,1,1
922499,19,-1,-1
922511,31,1,1
922619,19,-1,-1
922679,39,-1,-1
922739,19,-1,-1
922931,11,1,1
923051,11,1,1
923171,11,1,1
923179,19,-1,-1
923239,39,-1,-1
923311,31,1,1
923411,11,1,1
923471,31,1,1
923579,19,-1,-1
923599,39,-1,-1
923711,31,1,1
923939,19,-1,-1
923971,11,1,1
924019,19,-1,-1
924031,31,1,1
924059,19,-1,-1
924139,19,-1,-1
924191,31,1,1
924299,19,-1,-1
924359,39,-1,-1
924419,19,-1,-1
924431,31,1,1
924499,19,-1,-1
924551,31,1,1
924659,19,-1,-1
924719,39,-1,-1
924731,11,1,1
924751,31,1,1
924779,19,-1,-1
925019,19,-1,-1
925039,39,-1,-1
925079,39,-1,-1
925159,39,-1,-1
925271,31,1,1
925279,39,-1,-1
925339,19,-1,-1
925391,31,1,1
925499,19,-1,-1
925559,39,-1,-1
925619,19,-1,-1
925679,39,-1,-1
925891,11,1,1
925979,19,-1,-1
926099,19,-1,-1
926111,31,1,1
926131,11,1,1
926171,11,1,1
926179,19,-1,-1
926251,11,1,1
926351,31,1,1
926399,39,-1,-1
926671,31,1,1
926819,19,-1,-1
926879,39,-1,-1
926899,19,-1,-1
926971,11,1,1
927191,31,1,1
927259,19,-1,-1
927671,31,1,1
927779,19,-1,-1
927791,31,1,1
928051,11,1,1
928079,39,-1,-1
928099,19,-1,-1
928111,31,1,1
928139,19,-1,-1
928231,31,1,1
928271,31,1,1
928331,11,1,1
928351,31,1,1
928399,39,-1,-1
928559,39,-1,-1
928619,19,-1,-1
928679,39,-1,-1
928799,39,-1,-1
928859,19,-1,-1
928871,31,1,1
928979,19,-1,-1
929051,11,1,1
929059,19,-1,-1
929171,11,1,1
929239,39,-1,-1
929311,31,1,1
929399,39,-1,-1
929459,19,-1,-1
929639,39,-1,-1
929671,31,1,1
929791,31,1,1
929891,11,1,1
930119,39,-1,-1
930179,19,-1,-1
930191,31,1,1
930379,19,-1,-1
930491,11,1,1
930551,31,1,1
930571,11,1,1
930619,19,-1,-1
930719,39,-1,-1
930779,19,-1,-1
930859,19,-1,-1
930991,31,1,1
931199,39,-1,-1
931319,39,-1,-1
931351,31,1,1
931499,19,-1,-1
931571,11,1,1
931639,39,-1,-1
931739,19,-1,-1
931751,31,1,1
931811,11,1,1
931859,19,-1,-1
931999,39,-1,-1
932039,39,-1,-1
932051,11,1,1
932119,39,-1,-1
932219,19,-1,-1
932419,19,-1,-1
932471,31,1,1
932579,19,-1,-1
932651,11,1,1
932819,19,-1,-1
932839,39,-1,-1
932879,39,-1,-1
932951,31,1,1
932999,39,-1,-1
933019,19,-1,-1
933059,19,-1,-1
933319,39,-1,-1
933479,39,-1,-1
933551,31,1,1
933671,31,1,1
933839,39,-1,-1
933851,11,1,1
933979,19,-1,-1
934039,39,-1,-1
934079,39,-1,-1
934151,31,1,1
934159,39,-1,-1
934259,19,-1,-1
934291,11,1,1
934399,39,-1,-1
934499,19,-1,-1
934579,19,-1,-1
934799,39,-1,-1
934811,11,1,1
934891,11,1,1
934919,39,-1,-1
934939,19,-1,-1
934979,19,-1,-1
935339,19,-1,-1
935359,39,-1,-1
935399,39,-1,-1
935531,11,1,1
935591,31,1,1
935651,11,1,1
935699,19,-1,-1
935719,39,-1,-1
935771,11,1,1
935819,19,-1,-1
936119,39,-1,-1
936151,31,1,1
936179,19,-1,-1
936311,31,1,1
936319,39,-1,-1
936391,31,1,1
936451,11,1,1
936511,31,1,1
936539,19,-1,-1
936599,39,-1,-1
936619,19,-1,-1
936659,19,-1,-1
936731,11,1,1
936779,19,-1,-1
936919,39,-1,-1
937031,31,1,1
937151,31,1,1
937171,11,1,1
937231,31,1,1
937331,11,1,1
937379,19,-1,-1
937511,31,1,1
937571,11,1,1
937591,31,1,1
937639,39,-1,-1
937679,39,-1,-1
937751,31,1,1
937919,39,-1,-1
937991,31,1,1
938051,11,1,1
938099,19,-1,-1
938219,19,-1,-1
938279,39,-1,-1
938351,31,1,1
938459,19,-1,-1
938591,31,1,1
938611,11,1,1
938659,19,-1,-1
938831,31,1,1
938879,39,-1,-1
938939,19,-1,-1
939011,11,1,1
939019,19,-1,-1
939091,11,1,1
939119,39,-1,-1
939179,19,-1,-1
939299,19,-1,-1
939359,39,-1,-1
939391,31,1,1
939431,31,1,1
939439,39,-1,-1
939511,31,1,1
939551,31,1,1
939599,39,-1,-1
939739,19,-1,-1
939791,31,1,1
939839,39,-1,-1
939931,11,1,1
940019,19,-1,-1
940259,19,-1,-1
940271,31,1,1
940279,39,-1,-1
940319,39,-1,-1
940351,31,1,1
940691,11,1,1
940739,19,-1,-1
940759,39,-1,-1
940871,31,1,1
940879,39,-1,-1
940931,11,1,1
941011,11,1,1
941099,19,-1,-1
941119,39,-1,-1
941159,39,-1,-1
941179,19,-1,-1
941299,19,-1,-1
941351,31,1,1
941359,39,-1,-1
941471,31,1,1
941491,11,1,1
941519,39,-1,-1
941599,39,-1,-1
941671,31,1,1
941771,11,1,1
941879,39,-1,-1
941911,31,1,1
941971,11,1,1
941999,39,-1,-1
942079,39,-1,-1
942091,11,1,1
942311,31,1,1
942439,39,-1,-1
942479,39,-1,-1
942659,19,-1,-1
942719,39,-1,-1
942779,19,-1,-1
942811,11,1,1
942899,19,-1,-1
942979,19,-1,-1
943031,31,1,1
943079,39,-1,-1
943139,19,-1,-1
943199,39,-1,-1
943219,19,-1,-1
943499,19,-1,-1
943511,31,1,1
943571,11,1,1
943699,19,-1,-1
943751,31,1,1
943799,39,-1,-1
943819,19,-1,-1
943871,31,1,1
943951,31,1,1
944039,39,-1,-1
944071,31,1,1
944179,19,-1,-1
944191,31,1,1
944239,39,-1,-1
944399,39,-1,-1
944431,31,1,1
944491,11,1,1
944519,39,-1,-1
944579,19,-1,-1
944591,31,1,1
944651,11,1,1
944659,19,-1,-1
944711,31,1,1
945031,31,1,1
945059,19,-1,-1
945151,31,1,1
945179,19,-1,-1
